,reasons,time_occured,time_reported,comments,incident_address
1363,Theft,13:39:45 10/08/22 - 13:40:54 10/08/22,13:39:45,  Theft,SLATERVILLE RD; T CAROLINE SLATERVILLE SPR NY 14881
1364,Animal Problem,13:03:32 10/08/22 - 13:05:22 10/08/22,13:03:32,  Animal problem,N TRIPHAMMER RD; FRANZISKA RACKER; T LANSING LANSING NY 14882
1365,Animal Problem,13:03:32 10/08/22 - 13:05:22 10/08/22,13:03:32,  Animal problem,N TRIPHAMMER RD; FRANZISKA RACKER; T LANSING LANSING NY 14882
1366,Assist,13:01:04 10/08/22 - 13:03:11 10/08/22,13:01:04,  Deputy responded to an assist.,OLD PAYNE RD; T NEWFIELD NEWFIELD NY 14867
1367,Theft,11:59:08 10/08/22 - 12:05:20 10/08/22,11:59:08,  Theft.,LICK ST; V GROTON GROTON NY 13073
1368,Welfare Check,11:42:22 10/08/22 - 11:45:25 10/08/22,11:42:22,  Assist other agency. RPS/1234,GERMAN CROSS RD; T DRYDEN ITHACA NY 14850
1369,Dispute,11:35:05 10/08/22 - 11:36:20 10/08/22,11:35:05,  Dispute.,KEATS WAY UNIT F; POETS LANDING; V DRYDEN DRYDEN NY 13053
1370,Civil Cmplnt,10:56:32 10/08/22 - 10:59:22 10/08/22,10:56:32,  Civil complaint,SLATERVILLE RD; T DRYDEN ITHACA NY 14850
1371,Domestic,10:46:26 10/08/22 - 10:47:58 10/08/22,10:46:26,  Domestic,BELL LN; T DRYDEN FREEVILLE NY 13068
1372,Pd Accident,10:38:42 10/08/22 - 10:39:54 10/08/22,10:38:42,  Deputy responded to a PD accident.,TAUGHANNOCK BLVD; T ITHACA ITHACA NY 14850
1373,Property Check,10:10:20 10/08/22 - 10:10:20 10/08/22,10:10:20,  Deputy conducted a property check.,BUNDY RD; T ITHACA ITHACA NY 14850
1374,Alarm Police,09:35:40 10/08/22 - 09:36:17 10/08/22,09:35:40,  Cancelled en-route. SL1221,CATHERWOOD RD; SHOPS AT ITHACA MALL; V LANSING ITHACA NY 14850
1375,Information,09:11:59 10/08/22 - 09:16:15 10/08/22,09:11:59,  Deputy received information from a concerned citizen.,BUNDY RD; T ITHACA ITHACA NY 14850
1376,Traffic Cmplnt,08:04:27 10/08/22 - 08:06:04 10/08/22,08:04:27,  Deputy responded to a traffic complaint.,DRYDEN RD & MAIN ST; T DRYDEN FREEVILLE NY 13068
1377,Traffic Cmplnt,08:04:27 10/08/22 - 08:06:04 10/08/22,08:04:27,  Deputy responded to a traffic complaint.,DRYDEN RD & MAIN ST; T DRYDEN FREEVILLE NY 13068
1378,Traffic Cmplnt,08:04:27 10/08/22 - 08:06:04 10/08/22,08:04:27,  Deputy responded to a traffic complaint.,DRYDEN RD & MAIN ST; T DRYDEN FREEVILLE NY 13068
1379,Traffic Cmplnt,08:04:27 10/08/22 - 08:06:04 10/08/22,08:04:27,  Deputy responded to a traffic complaint.,DRYDEN RD & MAIN ST; T DRYDEN FREEVILLE NY 13068
1380,Traffic Cmplnt,08:04:27 10/08/22 - 08:06:04 10/08/22,08:04:27,  Deputy responded to a traffic complaint.,DRYDEN RD & MAIN ST; T DRYDEN FREEVILLE NY 13068
1381,Alarm Police,07:28:40 10/08/22 - 07:29:54 10/08/22,07:28:40,  Alarm police.,CATHERWOOD RD UNIT H-03; BEST BUY; V LANSING ITHACA NY 14850
1382,Property Check,06:03:01 10/08/22 - 06:03:01 10/08/22,06:03:01,  Property Check,IRISH SETTLEMENT RD; T DRYDEN FREEVILLE NY 13068
1383,Harassment,05:59:05 10/08/22 - 06:01:26 10/08/22,05:59:05,  Harassment Complaint.,BLACK OAK RD; T ENFIELD NEWFIELD NY 14867
1384,Traffic Offense,05:12:31 10/08/22 - 05:12:31 10/08/22,05:12:31,  Traffic Stop,ELMIRA RD & ENFIELD FALLS RD; T ITHACA ITHACA NY 14850
1385,Property Check,04:56:59 10/08/22 - 04:56:59 10/08/22,04:56:59,  Property Check,VALLEY RD; BROOKTONDALE FIRE STATION; T CAROLINE BROOKTONDALE NY 14817
1386,Property Check,04:19:56 10/08/22 - 04:19:56 10/08/22,04:19:56,  Property Check,MAIN ST; NEWFIELD SCHOOL DISTRICT; T NEWFIELD NEWFIELD NY 14867
1387,Traffic Offense,04:08:42 10/08/22 - 04:08:42 10/08/22,04:08:42,  Traffic Stop,ELMIRA RD; KFC; C ITHACA ITHACA NY 14850
1388,Noise Cmplnt,03:35:46 10/08/22 - 03:39:07 10/08/22,03:35:46,  Noise complaint,LANSING STATION RD; T LANSING LANSING NY 14882
1389,Overdose,03:14:20 10/08/22 - 03:18:16 10/08/22,03:14:20,  Assist EMS,N TRIPHAMMER RD; ECONO LODGE ITHACA; V LANSING ITHACA NY 14850
1390,Traffic Offense,03:13:49 10/08/22 - 03:13:49 10/08/22,03:13:49,  Traffic stop,ELMIRA RD & DECKER RD; T NEWFIELD NEWFIELD NY 14867
1391,Traffic Offense,02:56:44 10/08/22 - 02:56:44 10/08/22,02:56:44,  Traffic Stop,ELMIRA RD & FIVE MILE DR; T ITHACA ITHACA NY 14850
1392,Trespassing,02:26:57 10/08/22 - 02:28:43 10/08/22,02:26:57, ,HARRIS B DATES DR # HOSP; CAYUGA MEDICAL CENTER; T ITHAC ITHACA NY 14850
1393,Trespass,01:02:40 10/08/22 - 01:03:06 10/08/22,01:02:40,  Misassigned call by dispatch. Call handled by NYSP.,PIPER RD; T NEWFIELD NEWFIELD NY 14867
1394,Pi Accident,01:02:23 10/08/22 - 01:04:50 10/08/22,01:02:23,  PI Accident.,COY GLEN RD & FIVE MILE DR; T ITHACA ITHACA NY 14850
1395,Property Check,01:01:13 10/08/22 - 01:01:13 10/08/22,01:01:13,  Property Check,VALLEY RD; BROOKTONDALE COMMUNITY CENTER; T CAROLINE BROOKTONDALE NY 14817
1396,Traffic Offense,01:01:12 10/08/22 - 01:01:12 10/08/22,01:01:12,  Traffic stop.,BLOCK FREEVILLE RD; T DRYDEN; V DRYDEN DRYDEN NY 13053
1397,Pd Accident,00:57:24 10/08/22 - 00:58:40 10/08/22,00:57:24,  Property damage accident,EAST SHORE DR; T LANSING ITHACA NY 14850
1398,Traffic Offense,00:44:58 10/08/22 - 00:44:58 10/08/22,00:44:58,  Traffic offense,STATE ROUTE 13 N & WARREN RD; V LANSING ITHACA NY 14850
1399,Property Check,00:32:34 10/08/22 - 00:32:34 10/08/22,00:32:34,  Property Check,SLATERVILLE RD; T CAROLINE ITHACA NY 14850
1400,Traffic Offense,00:24:38 10/08/22 - 00:24:39 10/08/22,00:24:38,  Traffic stop.,N TRIPHAMMER RD & GRAHAM RD; V LANSING ITHACA NY 14850
1401,Traffic Offense,00:24:38 10/08/22 - 00:24:39 10/08/22,00:24:38,  Traffic stop.,N TRIPHAMMER RD & GRAHAM RD; V LANSING ITHACA NY 14850
1402,Traffic Offense,00:24:38 10/08/22 - 00:24:39 10/08/22,00:24:38,  Traffic stop.,N TRIPHAMMER RD & GRAHAM RD; V LANSING ITHACA NY 14850
1403,Traffic Offense,00:24:38 10/08/22 - 00:24:39 10/08/22,00:24:38,  Traffic stop.,N TRIPHAMMER RD & GRAHAM RD; V LANSING ITHACA NY 14850
1404,Property Check,00:15:41 10/08/22 - 00:15:41 10/08/22,00:15:41,  Property Check,SLATERVILLE RD; CAROLINE TOWN HALL; T CAROLINE SLATERVILLE SPR NY 14881
1405,Traffic Offense,23:58:20 10/07/22 - 23:58:20 10/07/22,23:58:20,  Traffic stop.,DRYDEN RD & ETNA LN; T DRYDEN FREEVILLE NY 13068
1406,Warrant,23:57:01 10/07/22 - 23:57:01 10/07/22,23:57:02,  Warrant,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
1407,Domestic,22:48:53 10/07/22 - 22:49:11 10/07/22,22:48:53,  Deputy responded to a domestic.,N TRIPHAMMER RD; ECONO LODGE ITHACA; V LANSING ITHACA NY 14850
1408,Trespassing,21:58:16 10/07/22 - 22:00:22 10/07/22,21:58:16,  TCSO responded to a trespass.,N TRIPHAMMER RD; ECONO LODGE ITHACA; V LANSING ITHACA NY 14850
1409,Dispute,21:54:54 10/07/22 - 21:56:17 10/07/22,21:54:54,  Deputy responded to a dispute.,PERUVILLE RD; MIRABITO; T LANSING LANSING NY 14882
1410,Traffic Offense,21:21:30 10/07/22 - 21:21:30 10/07/22,21:21:30,  Traffic stop.,N TRIPHAMMER RD # TOPS; TOPS FRIENDLY MARKETS ITHACA NY 14850
1411,Traffic Offense,21:14:31 10/07/22 - 21:14:31 10/07/22,21:14:31,  Traffic stop.,DART DR & WARREN RD; V LANSING ITHACA NY 14850
1412,Harassment,21:10:33 10/07/22 - 21:12:22 10/07/22,21:10:33,  TCSO responded to a harassment.,DRYDEN RD; T DRYDEN FREEVILLE NY 13068
1413,Traffic Offense,21:04:27 10/07/22 - 21:04:27 10/07/22,21:04:27,  Traffic stop.,SAPSUCKER WOODS RD & SANCTUARY DR; T ITHACA ITHACA NY 14850
1414,Harassment,20:21:13 10/07/22 - 20:25:17 10/07/22,20:21:13,  TCSO responded to a harassment.,SLATERVILLE RD; T ITHACA ITHACA NY 14850
1415,Traffic Cmplnt,19:59:26 10/07/22 - 20:02:56 10/07/22,19:59:26,  Traffic complaint.,EAST SHORE DR & CAYUGA HEIGHTS RD; V LANSING ITHACA NY 14850
1416,Pd Accident,19:55:02 10/07/22 - 19:56:59 10/07/22,19:54:48,  Deputy responded to a property damage accident.,AUBURN RD; T LANSING LOCKE NY 13092
1417,Traffic Offense,19:41:26 10/07/22 - 19:41:26 10/07/22,19:41:26,  Traffic stop.,WARREN DR & HILLCREST RD; T LANSING ITHACA NY 14850
1418,Traffic Cmplnt,19:13:07 10/07/22 - 19:14:03 10/07/22,19:13:07,  Deputy responded to a traffic complaint.,N TRIPHAMMER RD & N TRIPHAMMER RD ENTRANCE RAMP; V LANSING ITHACA NY 14850
1419,Pi Accident,19:13:07 10/07/22 - 19:14:52 10/07/22,19:12:53,  Property damage accident.,ENFIELD FALLS RD; T ITHACA ITHACA NY 14850
1420,Civil Cmplnt,18:24:47 10/07/22 - 18:27:17 10/07/22,18:24:47,  TCSO responded to a civil complaint.,HARBOR CIR; T DRYDEN ITHACA NY 14850
1421,Alarm Police,17:59:52 10/07/22 - 18:00:47 10/07/22,17:59:52,  Deputy responded to an alarm.,N TRIPHAMMER RD SUITE 101; HOWARD HANNA; V LANSING ITHACA NY 14850
1422,Traffic Offense,17:52:20 10/07/22 - 17:52:20 10/07/22,17:52:20,  Deputy conducted a traffic stop and made an arrest.,STATE ROUTE 13 S; ROUTE 13 AT STEWART PARK; T ITHACA ITHACA NY 14850
1423,Traffic Offense,17:52:20 10/07/22 - 17:52:20 10/07/22,17:52:20,  Deputy conducted a traffic stop and made an arrest.,STATE ROUTE 13 S; ROUTE 13 AT STEWART PARK; T ITHACA ITHACA NY 14850
1424,Suspicious,17:11:44 10/07/22 - 17:16:21 10/07/22,17:11:44,  TCSO responded to a suspicious vehicle.,ARROWWOOD DR SUITE A; BUTTERMILK FALLS PEDIATRICS; V LANS ITHACA NY 14850
1425,Suspicious,16:58:28 10/07/22 - 17:01:24 10/07/22,16:58:17,  Suspicious complaint.,ELMIRA RD; LITTLES LAWN EQUIPMENT; T NEWFIELD NEWFIELD NY 14867
1426,Suspicious,16:49:26 10/07/22 - 16:53:08 10/07/22,16:49:26,  TCSO responded to a suspicious person.,BRENTWOOD DR # A; CAYUGA MEDICAL ASSOCIATES; V LANSING ITHACA NY 14850
1427,Dispute,16:12:05 10/07/22 - 16:16:09 10/07/22,16:12:05,  Dispute,FIVE MILE DR; T ITHACA ITHACA NY 14850
1428,Fraud,16:05:17 10/07/22 - 16:06:32 10/07/22,16:05:17,  Fraud,SEARSBURG RD; T ULYSSES TRUMANSBURG NY 14886
1429,Transport,15:32:32 10/07/22 - 15:32:54 10/07/22,15:32:32,  Deputy completed a juvenile transport.,N TIOGA ST; TOMPKINS COUNTY COURTHOUSE; C ITHACA ITHACA NY 14850
1430,Pd Accident,15:24:41 10/07/22 - 15:26:21 10/07/22,15:24:41,  Deputy responded to a PD accident.,N TRIPHAMMER RD; MCDONALDS; V LANSING ITHACA NY 14850
1431,Traffic Cmplnt,15:20:12 10/07/22 - 15:20:56 10/07/22,15:20:12,  Deputy responded to a traffic complaint.,STATE ROUTE 13 N & CAYUGA HEIGHTS RD; V LANSING ITHACA NY 14850
1432,Overdose,13:54:22 10/07/22 - 18:13:43 10/07/22,13:54:22,  Deputy responded to an overdose.,CATHERWOOD RD UNIT H-02; DICKS; V LANSING ITHACA NY 14850
1433,Traffic Cmplnt,13:34:43 10/07/22 - 13:36:51 10/07/22,13:34:43,  Traffic complaint.,PERUVILLE RD & COBB ST; T DRYDEN GROTON NY 13073
1434,Domestic,13:31:30 10/07/22 - 13:34:16 10/07/22,13:31:30, ,CHERRY ST APARTMENT 304; ITHACA ARTHAUS; C ITHACA ITHACA NY 14850
1435,Harassment,12:20:39 10/07/22 - 12:22:31 10/07/22,12:20:39,  Deputy investigated a harassment complaint.,PERUVILLE RD UNIT B; T DRYDEN GROTON NY 13073
1436,Traffic Offense,12:11:03 10/07/22 - 12:11:03 10/07/22,12:11:03,  Traffic stop.,ENFIELD MAIN RD & TRUMBULLS CORNERS RD; T ENFIELD ITHACA NY 14850
1437,Traffic Offense,11:50:00 10/07/22 - 11:50:00 10/07/22,11:50:00,  Deputy conducted a traffic stop.,STATE ROUTE 13 N & WARREN RD; V LANSING ITHACA NY 14850
1438,Welfare Check,11:49:29 10/07/22 - 11:51:36 10/07/22,11:49:29,  Welfare Check.,DEPOT WAY; VALLEY MANOR MOBILE HOME PARK; T NEWFIELD NEWFIELD NY 14867
1439,Special Detail,11:08:26 10/07/22 - 11:08:26 10/07/22,11:08:26,  Deputy conducted a school check.,WINTHROP DR; NORTHEAST ELEMENTARY SCHOOL; T ITHACA ITHACA NY 14850
1440,Special Detail,11:05:20 10/07/22 - 11:05:20 10/07/22,11:05:20,  Deputy Conducted a school check.,WARREN RD; DEWITT MIDDLE SCHOOL; T ITHACA ITHACA NY 14850
1441,Welfare Check,10:59:37 10/07/22 - 11:03:15 10/07/22,10:59:37,  Welfare check.,DOUGLAS RD; T NEWFIELD NEWFIELD NY 14867
1442,Transport,10:08:28 10/07/22 - 10:08:28 10/07/22,10:08:28,  Transport.,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
1443,Harassment,10:00:07 10/07/22 - 10:01:57 10/07/22,10:00:07,  Harassment.,TOWER RD; T NEWFIELD NEWFIELD NY 14867
1444,Drugs,09:44:52 10/07/22 - 09:47:26 10/07/22,09:44:52,  Drugs.,NORTHWOOD RD; V LANSING ITHACA NY 14850
1445,Dispute,09:39:32 10/07/22 - 09:41:20 10/07/22,09:39:32,  Cancelled en route.,PHILS WAY; T DRYDEN FREEVILLE NY 13068
1446,Assist,09:15:18 10/07/22 - 09:19:41 10/07/22,09:15:18,  Assist.,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
1447,Traffic Offense,09:12:02 10/07/22 - 09:12:02 10/07/22,09:12:02,  Traffic stop.,ELMIRA RD & DECKER RD; T NEWFIELD NEWFIELD NY 14867
1448,Traffic Offense,09:12:02 10/07/22 - 09:12:02 10/07/22,09:12:02,  Traffic stop.,ELMIRA RD & DECKER RD; T NEWFIELD NEWFIELD NY 14867
1449,Traffic Offense,09:12:02 10/07/22 - 09:12:02 10/07/22,09:12:02,  Traffic stop.,ELMIRA RD & DECKER RD; T NEWFIELD NEWFIELD NY 14867
1450,Traffic Offense,09:12:02 10/07/22 - 09:12:02 10/07/22,09:12:02,  Traffic stop.,ELMIRA RD & DECKER RD; T NEWFIELD NEWFIELD NY 14867
1451,Crim Mischief,09:11:58 10/07/22 - 09:13:33 10/07/22,09:11:58,  Deputies responded for a criminal mischief complaint.,UNIVERSITY PARK APARTMENT DRWY; T ITHACA ITHACA NY 14850
1452,Missing Person,08:28:58 10/07/22 - 08:33:03 10/07/22,08:28:58,  Deputy investigated a missing persons complaint.,BELL LN; T DRYDEN FREEVILLE NY 13068
1453,Traffic Offense,06:25:42 10/07/22 - 06:25:42 10/07/22,06:25:42,  Traffic stop.,ELMIRA RD & MAIN ST; T NEWFIELD NEWFIELD NY 14867
1454,Dispute,02:13:37 10/07/22 - 02:35:29 10/07/22,02:13:37,  Assist.,TRUMBULLS CORNERS RD; T NEWFIELD NEWFIELD NY 14867
1455,Alarm Police,01:57:41 10/07/22 - 02:10:36 10/07/22,01:57:41,  Alarm Police.,CATHERWOOD RD UNIT H-03; BEST BUY; V LANSING ITHACA NY 14850
1456,Structure Fire,01:08:00 10/07/22 - 01:10:02 10/07/22,01:07:18,  Structure fire,WALPOLE RD; V GROTON GROTON NY 13073
1457,Traffic Cmplnt,00:45:43 10/07/22 - 00:47:41 10/07/22,00:45:43,  Traffic Complaint.,SAPSUCKER WOODS RD UNIT 2B; T ITHACA ITHACA NY 14850
1458,Property Check,00:26:34 10/07/22 - 00:26:34 10/07/22,00:26:34,  Property check,N TRIPHAMMER RD; TRIPHAMMER MARKETPLACE; V LANSING ITHACA NY 14850
1459,Trespassing,00:08:19 10/07/22 - 00:19:48 10/07/22,00:08:19,  Trespassing.,HARRIS B DATES DR # HOSP; CAYUGA MEDICAL CENTER; T ITHAC ITHACA NY 14850
1460,Special Detail,22:59:46 10/06/22 - 22:59:46 10/06/22,22:59:51,  Special Detail.,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
1461,Harassment,21:32:09 10/06/22 - 21:34:35 10/06/22,21:32:09,  Noise complaint.,CYPRESS CT UNIT 7; CAYUGA VIEW APTS; T ITHACA ITHACA NY 14850
1462,Harassment,20:51:03 10/06/22 - 20:53:30 10/06/22,20:51:03,  Harassment,WARREN RD BUILDING 12; NORTH WOOD APTS; V LANSING ITHACA NY 14850
1463,Traffic Offense,20:44:18 10/06/22 - 20:44:18 10/06/22,20:44:18,  Traffic Offense.,STATE ROUTE 13 & BROWN RD; V LANSING ITHACA NY 14850
1464,Assist,20:41:45 10/06/22 - 20:45:02 10/06/22,20:41:45,  Assist Citizen,WARREN RD APARTMENT 121D; NORTH WOOD APTS; V LANSING ITHACA NY 14850
1465,Traffic Offense,20:36:51 10/06/22 - 20:36:51 10/06/22,20:36:51,  Deputy conducted a traffic stop.,MAIN ST & ELMIRA RD; T NEWFIELD NEWFIELD NY 14867
1466,Unclassified,20:28:20 10/06/22 - 20:28:34 10/06/22,20:28:20,  Unclassified.,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
1467,Noise Cmplnt,20:20:47 10/06/22 - 20:24:34 10/06/22,20:20:47,  Noise Complaint,AUBURN RD & WOODSEDGE DR; T LANSING LANSING NY 14882
1468,Dispute,19:38:55 10/06/22 - **:**:** **/**/**,19:38:55,  Noise complaint.,CYPRESS CT; CAYUGA VIEW APTS; T ITHACA ITHACA NY 14850
1469,Harassment,18:43:50 10/06/22 - 18:47:28 10/06/22,18:43:50,  Harassment,WARREN RD APARTMENT 143A; NORTH WOODS APTS; V LANSING ITHACA NY 14850
1470,Assist,17:04:35 10/06/22 - 17:07:48 10/06/22,17:04:35,  Assist the NYSP.,ASTER LN APARTMENT 120; CAYUGA MEADOWS; T ITHACA ITHACA NY 14850
1471,Assist,16:35:56 10/06/22 - 16:38:22 10/06/22,16:35:56,  Assist.,ENFIELD FALLS RD; T ITHACA ITHACA NY 14850
1472,Special Detail,14:43:09 10/06/22 - 14:43:09 10/06/22,14:43:09,  Special Detail. RPS/1234,CAYUGA LK; CAYUGA LAKE; T ITHACA ITHACA NY 14850
1473,Domestic,14:26:43 10/06/22 - 14:29:50 10/06/22,14:26:43,  Domestic.,CODDINGTON RD; T ITHACA ITHACA NY 14850
1474,Assist,13:49:13 10/06/22 - 13:50:54 10/06/22,13:49:13,  Assist.,BUNDY RD; T ITHACA ITHACA NY 14850
1475,Special Detail,12:20:38 10/06/22 - 12:20:38 10/06/22,12:20:38,  School Visit,SCHOOL ST; CASSAVANT ELEMENTARY SCHOOL; T GROTON MCLEAN NY 13102
1476,Property Check,12:11:47 10/06/22 - 12:12:20 10/06/22,12:11:47,  Property check,W LAKE RD; T DRYDEN DRYDEN NY 13053
1477,Special Detail,12:07:05 10/06/22 - 12:07:05 10/06/22,12:07:05,  Deputy conducted a school check.,WARREN RD BUILDING E; BOCES SMITH BLDG; T ITHACA ITHACA NY 14850
1478,Transport,11:52:59 10/06/22 - 11:52:59 10/06/22,11:52:59,  Inmate Transport,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
1479,Traffic Offense,11:45:45 10/06/22 - 11:45:45 10/06/22,11:45:45,  Deputy conducted a traffic stop.,STATE ROUTE 13 & HANSHAW RD; T DRYDEN ITHACA NY 14850
1480,Theft,11:41:00 10/06/22 - 11:41:42 10/06/22,11:41:00,  Theft.,N TRIPHAMMER RD; CAYUGA BLU HOTEL; V LANSING ITHACA NY 14850
1481,Assist,11:14:46 10/06/22 - 11:16:33 10/06/22,11:14:46,"  Assist, leading to physical incident.",VAN KIRK RD; T NEWFIELD NEWFIELD NY 14867
1482,Fraud,11:04:26 10/06/22 - 11:05:05 10/06/22,11:04:26,  Deputy investigated fraud.,MAIN ST; T DRYDEN ETNA NY 13062
1483,Information,10:42:59 10/06/22 - 10:42:59 10/06/22,10:42:59,  conducted a background check,WARREN RD # OFFICES; TCSO CIVIL OFFICE; V LANSING ITHACA NY 14850
1484,Welfare Check,10:21:15 10/06/22 - 10:23:29 10/06/22,10:21:15,  Deputy conducted a welfare check.,DELTA ST; T DRYDEN DRYDEN NY 13053
1485,Civil Cmplnt,10:20:54 10/06/22 - 10:20:54 10/06/22,10:20:54,  Civil Complaint,BOICEVILLE RD; T CAROLINE BROOKTONDALE NY 14817
1486,Traffic Offense,10:13:33 10/06/22 - 10:13:33 10/06/22,10:13:33,  Deputy conducted a traffic stop.,SLATERVILLE RD & BUFFALO RD; T CAROLINE SLATERVILLE SPR NY 14881
1487,Pi Accident,10:12:34 10/06/22 - 10:14:48 10/06/22,10:12:34,  Property Damage.,PERUVILLE RD & N WOOD RD; T GROTON; T DRYDEN GROTON NY 13073
1488,Special Detail,09:00:09 10/06/22 - 09:00:09 10/06/22,09:00:09,  Special Detail.,RIDGE RD; LANSING HIGH SCHOOL; T LANSING LANSING NY 14882
1489,Assist,08:25:42 10/06/22 - 08:26:40 10/06/22,08:25:42,  Assist.,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
1490,Pd Accident,07:53:33 10/06/22 - 07:54:37 10/06/22,07:53:33,  Deputy responded to a reported PD accident.,DRYDEN RD; T DRYDEN ITHACA NY 14850
1491,Welfare Check,07:51:35 10/06/22 - 07:54:21 10/06/22,07:51:35,  Welfare check.,CONIFER CIR; LINDERMAN CREEK APTS; T ITHACA ITHACA NY 14850
1492,Pd Accident,07:44:06 10/06/22 - 07:45:36 10/06/22,07:44:06,  Property Damage.,SALT RD & OLD STAGE RD; T GROTON GROTON NY 13073
1493,Animal Problem,07:03:39 10/06/22 - 07:04:48 10/06/22,07:03:39,  Animal problem.,SMITH RD; T NEWFIELD NEWFIELD NY 14867
1494,Pd Accident,06:37:23 10/06/22 - 06:39:07 10/06/22,06:37:23,  Property damage accident.,ADAMS RD & OLD PAYNE RD; T NEWFIELD NEWFIELD NY 14867
1495,Suspicious,06:02:40 10/06/22 - 06:05:45 10/06/22,06:02:40,  Suspicious Circumstance.,DUBOIS RD; T ITHACA ITHACA NY 14850
1496,Traffic Offense,05:04:35 10/06/22 - 05:04:35 10/06/22,05:04:35,  Traffic Offense.,FALL CREEK RD & LEISURE LN; T DRYDEN FREEVILLE NY 13068
1497,Traffic Offense,04:52:30 10/06/22 - 04:52:30 10/06/22,04:52:30,  Traffic Offense.,FALL CREEK RD & LEISURE LN; T DRYDEN FREEVILLE NY 13068
1498,Property Check,04:18:58 10/06/22 - 04:18:58 10/06/22,04:18:58,  Property check.,TAUGHANNOCK BLVD; GLENWOOD PINES; T ULYSSES ITHACA NY 14850
1499,Property Check,03:21:23 10/06/22 - 03:21:23 10/06/22,03:21:23,  Property Check.,DRYDEN RD; T DRYDEN FREEVILLE NY 13068
1500,Pd Accident,01:07:27 10/06/22 - 01:09:00 10/06/22,01:07:27,  Property damage accident.,ELMIRA RD & BANK ST; T NEWFIELD NEWFIELD NY 14867
1501,Suspicious,00:09:44 10/06/22 - 00:12:23 10/06/22,00:09:44,  Suspicious Activity,CAYUGA HEIGHTS RD; V LANSING ITHACA NY 14850
1502,Property Check,00:07:07 10/06/22 - 00:07:07 10/06/22,00:07:07,  Property Check,N TRIPHAMMER RD SUITE C; ITHACA REFORM TEMPLE TIKKUN VO ITHACA NY 14850
1503,Traffic Offense,23:57:31 10/05/22 - 23:57:31 10/05/22,23:57:31,  Traffic stop.,ELMIRA RD & SAND BANK RD; T ITHACA ITHACA NY 14850
1504,Traffic Cmplnt,23:52:39 10/05/22 - 23:52:39 10/05/22,23:52:39,  Suspicious vehicle.,SAND BANK RD; T ITHACA ITHACA NY 14850
1505,Assist,23:43:35 10/05/22 - 23:47:59 10/05/22,23:43:35,  Assist to NYSP,CORTLAND RD & GULF HILL RD; T DRYDEN FREEVILLE NY 13068
1506,Pd Accident,22:55:45 10/05/22 - 22:57:39 10/05/22,22:55:45,  PD accident.,NORTH RD & FALL CREEK RD; T DRYDEN FREEVILLE NY 13068
1507,Traffic Offense,22:37:17 10/05/22 - 22:37:17 10/05/22,22:37:17,  Traffic Stop,ELMIRA RD & BULL HILL RD; T NEWFIELD NEWFIELD NY 14867
1508,Traffic Offense,22:37:17 10/05/22 - 22:37:17 10/05/22,22:37:17,  Traffic Stop,ELMIRA RD & BULL HILL RD; T NEWFIELD NEWFIELD NY 14867
1509,Suspicious,22:31:12 10/05/22 - 22:33:39 10/05/22,22:31:12,  Deputy responded to a suspicious.,CULLIGAN DR; V LANSING ITHACA NY 14850
1510,Traffic Offense,22:17:44 10/05/22 - 22:17:44 10/05/22,22:17:44,  Traffic Stop,ELMIRA RD; T NEWFIELD; T ITHACA NEWFIELD NY 14867
1511,Special Detail,22:02:17 10/05/22 - 22:02:17 10/05/22,22:02:17,  Special Detail Juvenile.,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
1512,Domestic,21:46:50 10/05/22 - 21:52:24 10/05/22,21:46:50,  Domestic.,DRYDEN RD; MIRABITO; T DRYDEN FREEVILLE NY 13068
1513,Traffic Offense,21:38:34 10/05/22 - 21:38:34 10/05/22,21:38:34,  Traffic Stop,ELMIRA RD & BURDGE HILL RD; T NEWFIELD NEWFIELD NY 14867
1514,Traffic Cmplnt,21:24:31 10/05/22 - 21:27:30 10/05/22,21:24:31,  Traffic complaint.,DRYDEN RD; MIRABITO; T DRYDEN FREEVILLE NY 13068
1515,Traffic Cmplnt,21:24:31 10/05/22 - 21:27:30 10/05/22,21:24:31,  Traffic complaint.,DRYDEN RD; MIRABITO; T DRYDEN FREEVILLE NY 13068
1516,Traffic Offense,21:06:22 10/05/22 - 21:06:22 10/05/22,21:06:22,  Deputies conducted a stop for Inoperable tail lamp.,BLOCK FLORAL AVE; C ITHACA ITHACA NY 14850
1517,Welfare Check,20:20:42 10/05/22 - 20:26:49 10/05/22,20:20:42,  TCSO responded to a welfare check.,FRONT ST; T DRYDEN DRYDEN NY 13053
1518,Pd Accident,20:14:33 10/05/22 - 20:16:27 10/05/22,20:14:33,  Deputy responded to a property damage accident.,WARREN RD; T LANSING ITHACA NY 14850
